iter	F1	Logloss
151	0.9371560682	0.1533404163
152	0.937161382	0.1532646642
153	0.9371841608	0.1532052403
154	0.9371718312	0.1531714708
155	0.9372492163	0.1530447421
156	0.9372649001	0.1529687654
157	0.9373023596	0.1528923005
158	0.9373626919	0.152836734
159	0.9374123253	0.1527334136
160	0.9374264476	0.1526527982
161	0.9374585295	0.1525850052
162	0.9375357567	0.1524736281
163	0.9375792684	0.1524268507
164	0.9376155105	0.1523531787
165	0.9376584531	0.1522479345
166	0.9376813904	0.1521919285
167	0.9377656226	0.1520662057
168	0.9377870073	0.1519760005
169	0.9378043174	0.1519115766
170	0.937825878	0.1518480804
171	0.9378767357	0.1517608831
172	0.9379025169	0.1516997502
173	0.9379517522	0.1516458439
174	0.9379806487	0.1515653652
175	0.9380177756	0.1514961659
176	0.9380444521	0.1514124158
177	0.9380398979	0.1513647693
178	0.9380584832	0.1513219177
179	0.938167581	0.1512088023
180	0.9381867002	0.1511219467
181	0.93819976	0.1510744369
182	0.9382379062	0.1509586067
183	0.9382796022	0.1508791339
184	0.9383034661	0.1508150909
185	0.9383374234	0.1507481962
186	0.9384391954	0.1506150516
187	0.9384766684	0.1505417702
188	0.9385254519	0.150447356
189	0.9385575983	0.150406565
190	0.9385823316	0.1503158129
191	0.9385780703	0.1502653538
192	0.9386221523	0.15020676
193	0.9386395869	0.150150383
194	0.9386856948	0.1500916525
195	0.9387412894	0.1500241035
196	0.9387460872	0.1499514667
197	0.9388113806	0.1498414373
198	0.9388316869	0.1497802165
199	0.9388386153	0.1497604216
200	0.9388936695	0.1496985856
201	0.9388940393	0.1496183609
202	0.9389044852	0.1495280873
203	0.9389109844	0.1494754212
204	0.9389626736	0.1494365442
205	0.9389850603	0.1493627355
206	0.939022368	0.1493104601
207	0.9390691674	0.1492243272
208	0.9390859498	0.1491957041
209	0.9391870012	0.1490970907
210	0.9392410055	0.1490021198
211	0.9392380766	0.1489540241
212	0.9392507012	0.1489046978
213	0.9392754736	0.1488243755
214	0.9393792992	0.148721514
215	0.9394367521	0.1486227639
216	0.9394630252	0.1485633302
217	0.9395019559	0.1484708301
218	0.9395407257	0.1484002246
219	0.9395405679	0.1483410643
220	0.9395739192	0.1482920994
221	0.9395845573	0.1482472654
222	0.9396628599	0.1481636325
223	0.9396806994	0.1481295211
224	0.9396895694	0.1480989449
225	0.9397344015	0.1480253901
226	0.9397355031	0.1479774311
227	0.9397834188	0.1478705364
228	0.9397895847	0.1477973234
229	0.9398259553	0.1477475284
230	0.9398485442	0.1477131632
231	0.9398668233	0.1476618838
232	0.9398898828	0.1476001161
233	0.9399181081	0.1474957508
234	0.9399445353	0.1474128796
235	0.9399926099	0.1473407115
236	0.9400477863	0.1472560825
237	0.9400662217	0.1471750277
238	0.9401049453	0.1471172054
239	0.9401379764	0.1470871565
240	0.9401816302	0.1470113556
241	0.940208969	0.1469586407
242	0.9402028099	0.146934129
243	0.9402201515	0.1468940606
244	0.9402393663	0.1468314921
245	0.940248292	0.1467761796
246	0.9402760787	0.1467037185
247	0.9402854517	0.146642654
248	0.9403112131	0.1465836207
249	0.9403594622	0.1465100269
250	0.9403780345	0.1464407788
251	0.9404328878	0.1463720287
252	0.940484926	0.1462972337
253	0.9405210188	0.1462096945
254	0.9405786107	0.1461382686
255	0.9405906078	0.1460930342
256	0.9406429897	0.1460213739
257	0.940653745	0.1459698016
258	0.9406794045	0.145903532
259	0.9407128868	0.1458164323
260	0.9407353248	0.1457694205
261	0.9407979946	0.1456747329
262	0.940844379	0.1456260121
263	0.9408769426	0.1455700941
264	0.940893993	0.1455195667
265	0.940917803	0.1454701525
266	0.9409291735	0.1454274376
267	0.9409526843	0.1453647032
268	0.9409666647	0.1452885508
269	0.9409791079	0.1452564023
270	0.9409801823	0.1452236386
271	0.9410105905	0.1451660408
272	0.9411044322	0.145075445
273	0.9411463651	0.1450034039
274	0.9411715553	0.1449151616
275	0.9411869156	0.1448062943
276	0.9412233195	0.1447263528
277	0.9412915136	0.1446624757
278	0.9413259178	0.1446147804
279	0.9413340575	0.1445501319
280	0.941343116	0.1444972412
281	0.9413678528	0.1444485985
282	0.9413847488	0.1444063329
283	0.9414236157	0.1443474851
284	0.9414372893	0.1443030222
285	0.9414902784	0.1442270455
286	0.9415013415	0.1441760298
287	0.941512092	0.1441269087
288	0.9415504892	0.1440925043
289	0.9415732185	0.144008139
290	0.9416063826	0.1439503069
291	0.9416065446	0.1439123576
292	0.9416312745	0.1438561759
293	0.9416782866	0.1438040469
294	0.9417454179	0.143714789
295	0.9417437194	0.1436862831
296	0.9417719602	0.143618451
297	0.9417982096	0.1435898084
298	0.9418134202	0.1435386755
299	0.9418309383	0.1434997985
300	0.941834779	0.1434749157
301	0.9418313939	0.1434459215
302	0.9418486087	0.1434126011
303	0.9418481383	0.1433921519
304	0.9418790162	0.1433228061
305	0.9419086649	0.1432537826
306	0.9419365957	0.1431956575
307	0.9419909373	0.1431288996
308	0.9419921671	0.1430999543
309	0.9420261097	0.1430556573
310	0.9420482272	0.1430146514
311	0.9421013331	0.1429440556
312	0.9421314549	0.1428384891
313	0.9421758184	0.1427964773
314	0.9422194257	0.1427136159
315	0.9422203308	0.1426490748
316	0.9422580881	0.1425762915
317	0.9422805055	0.1425494165
318	0.9422942876	0.1425144067
319	0.9423237576	0.1424306566
320	0.9423628905	0.1423472678
321	0.9423716513	0.1422688399
322	0.9423939163	0.1422192403
323	0.9424658106	0.1421336347
324	0.9424805445	0.1421119745
325	0.9424814744	0.142074035
326	0.9424936267	0.142034035
327	0.9425329066	0.141933068
328	0.9425605428	0.1418817106
329	0.9425630034	0.1418654019
330	0.9425992521	0.1417927749
331	0.9426136853	0.1417386635
332	0.9426619067	0.1416809681
333	0.9426700378	0.1416386341
334	0.9427136361	0.14158797
335	0.9427536563	0.141554298
336	0.942771446	0.1415095909
337	0.9427941933	0.1414680479
338	0.9428110867	0.141419542
339	0.9428739986	0.1413384677
340	0.942906107	0.1412532527
341	0.9429116259	0.1412154988
342	0.9429538786	0.1411515925
343	0.9429589506	0.1411042975
344	0.9429676059	0.1410542095
345	0.9429737201	0.14097377
346	0.94297909	0.1409374418
347	0.9430243197	0.1408502933
348	0.9430904708	0.1407635842
349	0.9431185907	0.1407139161
350	0.9431406611	0.140690127
351	0.9432019296	0.140603291
352	0.9432246815	0.1405417284
353	0.9432558577	0.1404924119
354	0.9432693538	0.1404158005
355	0.9432816652	0.1403529977
356	0.9432999379	0.1403187789
357	0.9433257458	0.1402758589
358	0.9433757867	0.1402017475
359	0.9433854893	0.1401510248
360	0.9434028757	0.1400878704
361	0.9434024324	0.140063261
362	0.9434082443	0.1400291985
363	0.9434390262	0.1399649406
364	0.9434404555	0.1399207022
365	0.9434468573	0.1399000284
366	0.9434949789	0.139846083
367	0.9435363033	0.1398005556
368	0.9435690074	0.1397535536
369	0.9435877757	0.1397176356
370	0.9436066378	0.1396781336
371	0.9436174281	0.1396217663
372	0.9436592879	0.1395500182
373	0.9436715494	0.1395047447
374	0.9436975974	0.1394702525
375	0.9437116777	0.1394076352
376	0.9437231132	0.1393763461
377	0.9437613305	0.1393267464
378	0.943766698	0.1393000472
379	0.9437782244	0.1392601448
380	0.943813039	0.1392033869
381	0.9438179077	0.1391684552
382	0.9438664772	0.1391161895
383	0.9438732825	0.1390801348
384	0.9439166339	0.1390224199
385	0.9439333209	0.139002498
386	0.9439231722	0.1389627518
387	0.9439439087	0.1389204764
388	0.9439708898	0.1388700564
389	0.9440212164	0.1388055544
390	0.9440159958	0.1387642555
391	0.9440562361	0.1387318336
392	0.9440600146	0.1386750562
393	0.9440501578	0.1386198803
394	0.9440679913	0.1385809447
395	0.9440975793	0.1385551927
396	0.9441226754	0.1385141087
397	0.9441438479	0.1384695579
398	0.9441587001	0.138420759
399	0.9442032863	0.1383547823
400	0.9442190153	0.1383239327
401	0.9442459142	0.1382883858
402	0.9442570147	0.1382637178
403	0.9442931218	0.138223913
404	0.9443015342	0.1381768036
405	0.9443615695	0.1381348797
406	0.9444086988	0.1380804949
407	0.9444787386	0.1380216569
408	0.9444909199	0.1379890592
409	0.9444891791	0.1379591373
410	0.9445041156	0.1379218912
411	0.9445247072	0.1378578286
412	0.9445406578	0.1378270278
413	0.9445690802	0.1377869007
414	0.9445793007	0.1377286683
415	0.9445923513	0.1376746447
416	0.9446011252	0.1376498693
417	0.9446043898	0.1376016271
418	0.9446490516	0.1375507969
419	0.9446617362	0.137528795
420	0.9446812398	0.137512457
421	0.9447135055	0.1374514706
422	0.9447124169	0.1374228866
423	0.9447546114	0.1373526912
424	0.9447886868	0.1373332381
425	0.9448136988	0.1372777986
426	0.9448373335	0.1372034625
427	0.9448366764	0.1371742828
428	0.9448519048	0.137136607
429	0.9449080932	0.1370706303
430	0.9449273093	0.1370376127
431	0.944940216	0.1369845951
432	0.9449360018	0.1369768216
433	0.9449429463	0.1369262356
434	0.9449599232	0.1368755715
435	0.9449876873	0.1368454738
436	0.9450166843	0.1368152589
437	0.9450398874	0.1367637549
438	0.9450347529	0.1366908056
439	0.9450494668	0.1366711572
440	0.9450796973	0.1366156981
441	0.945086064	0.1365442722
442	0.9451225162	0.1364744089
443	0.9451344756	0.1364235104
444	0.9451788984	0.1363499165
445	0.9451936101	0.1363370064
446	0.9452072312	0.136321352
447	0.9452050504	0.1362941254
448	0.9452212277	0.136252143
449	0.9452302906	0.1362166839
450	0.9452304866	0.1361991937
451	0.9452507027	0.1361378167
452	0.9453370164	0.1360427482
453	0.945344325	0.13602892
454	0.9453769232	0.1359848379
455	0.9453947626	0.1359545352
456	0.9454355669	0.1358918691
457	0.94545279	0.1358377089
458	0.9454916942	0.1357913318
459	0.9455121891	0.1357529041
460	0.9455673148	0.1356918102
461	0.9455843463	0.1356522692
462	0.9456237263	0.1356096031
463	0.9456172739	0.1355886753
464	0.9456428428	0.1355389487
465	0.9456583145	0.1354840365
466	0.9456638168	0.1354693881
467	0.9456897688	0.1354207357
468	0.9457082766	0.1353795149
469	0.9457299007	0.1353278742
470	0.9457885398	0.1352750617
471	0.9457886421	0.135243714
472	0.9458237982	0.1351948272
473	0.9458470001	0.1351461748
474	0.9458450595	0.1351111357
475	0.9458766552	0.1350607157
476	0.9458934047	0.1350235086
477	0.9459405155	0.1349801199
478	0.9459416086	0.1349394558
479	0.9459837482	0.1348862428
480	0.9459812796	0.1348446705
481	0.945976731	0.1347932935
482	0.9460480324	0.1347272778
483	0.946073737	0.1346755101
484	0.9460841747	0.1346540453
485	0.9460903465	0.1345885862
486	0.9460860807	0.1345643284
487	0.9461444724	0.1345202463
488	0.9461509256	0.1344992111
489	0.9461501127	0.1344546505
490	0.9461875978	0.1344327755
491	0.9461995507	0.1344034493
492	0.9462122052	0.1343762715
493	0.9462296288	0.1343142695
494	0.9462421426	0.1342602069
495	0.9462745492	0.134212492
496	0.9462851268	0.1341716228
497	0.9462961248	0.1341385661
498	0.9463049071	0.1341169645
499	0.9463002489	0.1340814762
500	0.9463149504	0.1340552652
501	0.9463111065	0.1339972476
502	0.946337225	0.1339544253
503	0.9463693506	0.1338923451
504	0.9464114021	0.1338359974
505	0.9464406161	0.1338032044
506	0.9464697594	0.1337231652
507	0.9464943374	0.1336796593
508	0.9465028415	0.1336665147
509	0.946509853	0.1336186826
510	0.9465518591	0.1335691318
511	0.9465717573	0.1335104403
512	0.9465956592	0.1334808602
513	0.9465989461	0.1334558504
514	0.9466075911	0.1333910261
515	0.9466437043	0.1333555085
516	0.9466594996	0.1333146491
517	0.9466812093	0.1332396978
518	0.946697683	0.1332198052
519	0.9467009878	0.133151602
520	0.946709789	0.1331235648
521	0.9467099281	0.1331003715
522	0.9467283318	0.133054473
523	0.9467636261	0.1330206741
524	0.9467743408	0.1329905178
525	0.9468184475	0.1329122169
526	0.9468268163	0.1328670899
527	0.9468626638	0.1328392383
528	0.9468761252	0.1328149316
529	0.9469052409	0.1327663476
530	0.9469160927	0.1327028612
531	0.9469721183	0.1326523924
532	0.9469916171	0.1326113083
533	0.9470208611	0.1325530466
534	0.9470612483	0.1324744527
535	0.9470623457	0.1324309077
536	0.9470910445	0.1324006147
537	0.9471082099	0.1323599311
538	0.9471156292	0.1323328607
539	0.9471311449	0.1323112787
540	0.9471381442	0.1323019525
541	0.9471326504	0.1322874407
542	0.9471322366	0.132269345
543	0.9471775545	0.1322251555
544	0.9471885415	0.1321884953
545	0.9472337128	0.1321008683
546	0.9472510156	0.1320649112
547	0.9472761428	0.1320010146
548	0.947297701	0.1319621767
549	0.9472964652	0.1319439638
550	0.9473325811	0.1319010243
551	0.9473356023	0.1318739637
552	0.9473417814	0.1318507215
553	0.9473345039	0.1318327039
554	0.9473566118	0.1318059265
555	0.9473960209	0.1317523913
556	0.9474083785	0.1317095201
557	0.9474276024	0.1316706431
558	0.9474400967	0.1316417563
559	0.9474468246	0.1315861313
560	0.9475098449	0.1315378695
561	0.947555704	0.1314850374
562	0.9475502127	0.131466678
563	0.9475801455	0.1314231037
564	0.947579872	0.1314056428
565	0.9475986805	0.1313574982
566	0.9476067743	0.1313255938
567	0.9476183085	0.1312895098
568	0.9476645827	0.1312444414
569	0.9476873791	0.1312056816
570	0.9476941057	0.1311686405
571	0.9477307649	0.1311079764
572	0.9477788126	0.1310488064
573	0.9478228884	0.1310200857
574	0.9478211076	0.1309867848
575	0.9478208354	0.1309709352
576	0.9478318148	0.1309410328
577	0.9478430662	0.1309083863
578	0.9478707974	0.1308657202
579	0.9478922236	0.1308312475
580	0.9479130798	0.130802351
581	0.9479258513	0.1307557689
582	0.9479458916	0.1307073118
583	0.9479707266	0.1306442942
584	0.9479819903	0.1306138937
585	0.9479859557	0.1306004269
586	0.9479972193	0.1305831906
587	0.9479980332	0.1305563155
588	0.9480202572	0.1305278975
589	0.9480271172	0.1304979268
590	0.9480647362	0.1304465205
591	0.9480771012	0.1304154072
592	0.9481134844	0.1303535907
593	0.9481401294	0.1303026043
594	0.9481570171	0.1302804168
595	0.9481825616	0.1302615691
596	0.9481969762	0.1302142448
597	0.9482211284	0.1301585318
598	0.948234306	0.1301218521
599	0.9482580524	0.1300979165
600	0.9483008901	0.130031227
601	0.9483060839	0.1299930238
602	0.948318452	0.1299632777
603	0.9483224558	0.1299277308
604	0.9483268403	0.129908844
605	0.9483771002	0.1298695764
606	0.9483846313	0.1298567346
607	0.9483964368	0.1298181213
608	0.9484293528	0.1297666661
609	0.9484468048	0.1297391661
610	0.9485076048	0.1296831602
611	0.9485333914	0.129642457
612	0.948552216	0.1296105331
613	0.9485714435	0.1295368904
614	0.9485795369	0.1295147908
615	0.9486050539	0.1294906892
616	0.9486404676	0.1294389411
617	0.9486704982	0.1293856305
618	0.9486934374	0.129337564
619	0.9487126652	0.1293179156
620	0.9487394169	0.1292452202
621	0.9487471081	0.1292305326
622	0.9487587785	0.1291910795
623	0.9487776059	0.1291523685
624	0.9488027544	0.129111177
625	0.9488454225	0.1290514015
626	0.94884666	0.1289984523
627	0.9488776559	0.1289595264
628	0.9488871182	0.1289264307
629	0.9489149713	0.1288869092
630	0.9489492779	0.1288306786
631	0.9489278793	0.1288044969
632	0.9489473746	0.1287798387
633	0.948968773	0.1287513523
634	0.948975227	0.1287097507
635	0.9490059532	0.1286748093
636	0.9490107706	0.1286555124
637	0.9490563897	0.1285955611
638	0.9490983877	0.1285500044
639	0.9491061694	0.1285229829
640	0.9491365843	0.1284945844
641	0.9491247814	0.1284662739
642	0.9491192998	0.1284486664
643	0.9491592173	0.1284300434
644	0.9491613832	0.1283878851
645	0.9491748211	0.1283598382
646	0.9491904692	0.1283250335
647	0.9492158415	0.1282787834
648	0.9492173441	0.1282617814
649	0.9492354676	0.1282151603
650	0.9492502748	0.1282043009
651	0.9493073857	0.1281441153
652	0.9493195842	0.128099955
653	0.9493129982	0.1280810097
654	0.9493838091	0.128014701
655	0.9494098379	0.1279702674
656	0.9494095741	0.1279451892
657	0.9494343638	0.1278824255
658	0.9494498789	0.1278412047
659	0.949498374	0.1277788121
660	0.9495208701	0.1277458628
661	0.9495232147	0.1277194761
662	0.9495720522	0.1276652084
663	0.9495802702	0.1276369467
664	0.949598525	0.1275981673
665	0.949643252	0.127560052
666	0.9496607935	0.1275371711
667	0.9496728566	0.1274971223
668	0.9497056503	0.1274529621
669	0.9496986141	0.1274128839
670	0.9497286683	0.127367376
671	0.9497544833	0.1273155791
672	0.9497606751	0.127276331
673	0.9497914551	0.1272328055
674	0.9497964085	0.1272158621
675	0.9498212465	0.1271779715
676	0.9498147928	0.1271400613
677	0.9498349387	0.1271064382
678	0.949860884	0.1270735866
679	0.949864276	0.1270299146
680	0.9498891133	0.1269971705
681	0.9499359189	0.1269532739
682	0.9499367658	0.1269231274
683	0.9499576266	0.1268877758
684	0.9499725554	0.126839641
685	0.949998957	0.1267882542
686	0.9500488286	0.126755178
687	0.9500631691	0.126736135
688	0.9501245127	0.1266755783
689	0.9501646056	0.1266405782
690	0.950168452	0.1266237813
691	0.9501807709	0.1265917207
692	0.9502109529	0.1265385664
693	0.9502311646	0.126508205
694	0.950249807	0.1264702264
695	0.9502562612	0.1264505194
696	0.950281487	0.1263809783
697	0.9502927675	0.1263284392
698	0.9503228195	0.1262881168
699	0.9503315662	0.1262670328
700	0.9503963494	0.1261879312
701	0.9504073722	0.1261447573
702	0.9504471323	0.1260928725
703	0.9504402903	0.1260650111
704	0.9504488354	0.1260336146
705	0.9504488354	0.1260031556
706	0.9504517014	0.1259872473
707	0.9504653852	0.1259588489
708	0.95051023	0.1259049523
709	0.9505167623	0.1258647276
710	0.9505316847	0.1258229307
711	0.9505383971	0.1258077452
712	0.9505611415	0.1257658799
713	0.9505717005	0.1257522177
714	0.9506021379	0.1257078524
715	0.9506025243	0.1256683309
716	0.950632913	0.1256284188
717	0.950654674	0.1255982234
718	0.9506680973	0.1255732234
719	0.9506720728	0.1255679011
720	0.9507063554	0.1255395905
721	0.9507263155	0.1255160358
722	0.95073277	0.1254733502
723	0.9507654278	0.1254375005
724	0.9507488002	0.1254128618
725	0.9507839806	0.1253837505
726	0.9507936404	0.125331016
727	0.950813987	0.1253167582
728	0.9508380529	0.1252858695
729	0.9508616486	0.1252620902
730	0.9508437806	0.1252086331
731	0.9508772067	0.1251864065
732	0.9508911402	0.1251633303
733	0.9509058009	0.125138008
734	0.9509055449	0.1251189455
735	0.9509506378	0.1250728614
736	0.9509800471	0.1250305079
737	0.9509990653	0.1249810742
738	0.9510222759	0.1249304589
739	0.9510356956	0.1249010253
740	0.9510468907	0.1248502147
741	0.951054585	0.1248124607
742	0.9510599272	0.1247790525
743	0.9510521053	0.1247605173
744	0.9510687697	0.1247396872
745	0.9510927448	0.1247085348
746	0.9511138574	0.1246537691
747	0.9511242861	0.1246310835
748	0.9511693722	0.1245614057
749	0.9511913421	0.1245246185
750	0.9512036469	0.1244834857
751	0.9512298453	0.1244540911
752	0.951244344	0.1244166497
753	0.9512881582	0.1243828117
754	0.9513090159	0.1243484269
755	0.9513220519	0.124315673
756	0.9513193178	0.1242924796
757	0.9513352435	0.1242618448
758	0.9513384564	0.1242522159
759	0.9513644292	0.1242055264
760	0.9513693898	0.1241743056
761	0.951379945	0.1241108485
762	0.9513982946	0.1240583875
763	0.9514230257	0.1240188367
764	0.9514191784	0.1240097156
765	0.9514595253	0.1239738268
766	0.9514705614	0.1239360436
767	0.9514805086	0.1239143932
768	0.9514896967	0.1238960631
769	0.95149924	0.1238363364
770	0.9515104271	0.123822811
771	0.9515242209	0.1237961118
772	0.9515870647	0.123759393
773	0.9515936452	0.123738973
774	0.9516177178	0.1236691194
775	0.9516108849	0.1236565022
776	0.9516401926	0.1236031233
777	0.9516495062	0.1235890998
778	0.9516430517	0.123569256
779	0.9516837749	0.1235238653
780	0.951702905	0.1234908282
781	0.9517226457	0.1234513262
782	0.9517453705	0.1234129961
783	0.9517705592	0.123379373
784	0.9517688157	0.1233455155
785	0.9518120188	0.1232978885
786	0.951815992	0.1232776639
787	0.9518465367	0.1232520974
788	0.9518337533	0.1232093825
789	0.9518548594	0.1231836208
790	0.9518557236	0.1231642555
791	0.95186689	0.1231407106
792	0.9518637953	0.1231201441
793	0.9518903658	0.1230949683
794	0.9518937251	0.1230616968
795	0.9519197933	0.1230229077
796	0.9519380411	0.1229971069
797	0.9519497091	0.1229574584
798	0.9519888115	0.1229180638
799	0.952002221	0.1228731614
800	0.9520163708	0.1228312961
801	0.952041198	0.1227900949
802	0.9520501344	0.1227605636
803	0.9520977986	0.122690544
804	0.9520980484	0.1226578877
805	0.9521181614	0.1226102607
806	0.9521385234	0.1225476239
807	0.9521527982	0.1225333465
808	0.9521583798	0.1225063934
809	0.9521756358	0.1224751433
810	0.9521702975	0.1224540593
811	0.9522122556	0.1224093913
812	0.9522511121	0.1223703483
813	0.9522764359	0.1223085806
814	0.9522980333	0.1222886001
815	0.9523157833	0.1222326723
816	0.9523295613	0.1221854066
817	0.9523584844	0.1221379261
818	0.9523633254	0.122097887
819	0.9523743734	0.1220500451
820	0.9523886483	0.1220189806
821	0.9524135989	0.1219732677
822	0.9524230327	0.1219289122
823	0.9524476108	0.1218890098
824	0.9524828611	0.1218579844
825	0.9524796351	0.1218393808
826	0.9525357412	0.1217810409
827	0.9525661562	0.1217434334
828	0.952561566	0.1217045174
829	0.952573482	0.121659781
830	0.9526071231	0.1216128473
831	0.9526527963	0.1215568512
832	0.9526608633	0.1215355914
833	0.9526917738	0.1214961675
834	0.9527004658	0.1214741069
835	0.9527333679	0.1214354643
836	0.9527641466	0.1213828861
837	0.9527760617	0.1213709232
838	0.9528331643	0.1213127493
839	0.9528449562	0.1212842922
840	0.9528290697	0.1212663332
841	0.9528483005	0.1212453371
842	0.9528974457	0.1212009913
843	0.9529133312	0.1211618116
844	0.9529120893	0.1211454444
845	0.9529653418	0.1210960107
846	0.9529859334	0.1210456201
847	0.9530138713	0.1210052782
848	0.953036089	0.120962202
849	0.9530455182	0.1209343113
850	0.9530766564	0.1208871824
851	0.9530891807	0.1208595749
852	0.9531111528	0.1208323385
853	0.953119339	0.1208189303
854	0.9531236764	0.1207877682
855	0.9531576828	0.1207262447
856	0.9531741977	0.1206911079
857	0.9531899587	0.120658852
858	0.9532159017	0.1206083929
859	0.9532322722	0.1205811664
860	0.9532673742	0.1205175628
861	0.9532709793	0.1204757365
862	0.9533053748	0.1204517814
863	0.9533338981	0.12040642
864	0.9533499012	0.1203795743
865	0.9533599619	0.1203444082
866	0.9533680242	0.1203279824
867	0.9533868763	0.1202964785
868	0.9534165173	0.1202663417
869	0.9534386391	0.1202404921
870	0.9534530347	0.12022683
871	0.9534880084	0.1201727283
872	0.9535144349	0.1201417713
873	0.9535222537	0.1201234998
874	0.9535323155	0.1201090076
875	0.9535348007	0.1200958435
876	0.9535289511	0.1200756384
877	0.9535237385	0.1200410973
878	0.9535504385	0.1200052574
879	0.9535709259	0.1199520445
880	0.9535942619	0.119904603
881	0.9535911717	0.1198705014
882	0.953624416	0.1198244467
883	0.9536414175	0.1197975033
